Year,Month,Day of the Week,Hour,Location Type,Status,Day Part
2015,July,Wednesday,14,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Wednesday,14,Parking Lots,Stolen,Afternoon
2015,July,Wednesday,12,Apartment,Stolen,Afternoon
2015,July,Wednesday,16,Ttc Subway Station,Stolen,Afternoon
2015,July,Wednesday,11,"Streets, Roads, Highways",Stolen,Morning
2015,July,Wednesday,7,Open Areas,Stolen,Morning
2015,June,Tuesday,14,"Single Home, House",Stolen,Afternoon
2015,July,Wednesday,15,Bar / Restaurant,Stolen,Afternoon
2015,July,Wednesday,21,Open Areas,Stolen,Evening
2015,July,Thursday,15,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Wednesday,13,Apartment,Stolen,Afternoon
2015,July,Thursday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Wednesday,14,Private Property Structure,Stolen,Afternoon
2015,July,Thursday,8,"Streets, Roads, Highways",Stolen,Morning
2015,June,Tuesday,23,Parking Lots,Stolen,Evening
2015,July,Thursday,6,"Streets, Roads, Highways",Stolen,Morning
2015,July,Thursday,13,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Friday,17,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Thursday,22,Parking Lots,Stolen,Evening
2015,July,Friday,15,Bar / Restaurant,Stolen,Afternoon
2015,June,Saturday,8,Hospital / Institutions / Medical Facilities,Stolen,Morning
2015,June,Saturday,20,Apartment,Stolen,Evening
2015,June,Friday,12,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Friday,2,Private Property Structure,Recovered,Overnight
2015,July,Friday,2,Private Property Structure,Recovered,Overnight
2015,June,Friday,13,Apartment,Stolen,Afternoon
2015,July,Friday,16,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Friday,10,Ttc Subway Station,Stolen,Morning
2015,July,Friday,7,"Single Home, House",Stolen,Morning
2015,July,Thursday,3,"Single Home, House",Stolen,Overnight
2015,July,Friday,20,Open Areas,Stolen,Evening
2015,July,Thursday,22,"Streets, Roads, Highways",Stolen,Evening
2015,July,Thursday,2,"Single Home, House",Stolen,Overnight
2015,July,Friday,9,"Streets, Roads, Highways",Stolen,Morning
2015,July,Saturday,14,Open Areas,Stolen,Afternoon
2015,July,Saturday,3,"Single Home, House",Stolen,Overnight
2015,June,Tuesday,18,"Single Home, House",Stolen,Evening
2015,July,Saturday,3,"Single Home, House",Stolen,Overnight
2015,July,Friday,23,"Single Home, House",Stolen,Evening
2015,July,Friday,14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Friday,22,"Single Home, House",Stolen,Evening
2015,July,Friday,22,"Single Home, House",Stolen,Evening
2015,July,Friday,22,"Single Home, House",Stolen,Evening
2015,July,Friday,22,"Single Home, House",Stolen,Evening
2015,July,Saturday,12,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Friday,20,"Single Home, House",Stolen,Evening
2015,July,Friday,15,"Single Home, House",Stolen,Afternoon
2015,July,Saturday,21,Parking Lots,Stolen,Evening
2015,July,Sunday,19,Convenience Stores,Stolen,Evening
2015,July,Saturday,22,Parking Lots,Stolen,Evening
2015,July,Wednesday,8,"Single Home, House",Unknown,Morning
2015,March,Thursday,8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2015,July,Sunday,15,"Single Home, House",Stolen,Afternoon
2015,July,Monday,19,"Single Home, House",Stolen,Evening
2015,July,Sunday,2,"Single Home, House",Stolen,Overnight
2015,July,Friday,7,"Streets, Roads, Highways",Stolen,Morning
2015,July,Sunday,15,Open Areas,Stolen,Afternoon
2015,July,Monday,19,Hospital / Institutions / Medical Facilities,Stolen,Evening
2015,July,Saturday,1,Private Property Structure,Stolen,Overnight
2015,May,Tuesday,21,Apartment,Stolen,Evening
2015,July,Sunday,20,"Single Home, House",Stolen,Evening
2015,July,Monday,2,"Streets, Roads, Highways",Stolen,Overnight
2015,July,Saturday,1,Private Property Structure,Stolen,Overnight
2015,July,Sunday,11,Universities / Colleges,Stolen,Morning
2015,July,Sunday,20,"Single Home, House",Stolen,Evening
2015,July,Sunday,2,"Single Home, House",Stolen,Overnight
2015,July,Thursday,17,"Single Home, House",Stolen,Afternoon
2015,July,Thursday,17,"Single Home, House",Stolen,Afternoon
2015,July,Sunday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Saturday,23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Saturday,22,Apartment,Stolen,Evening
2015,July,Monday,7,Apartment,Recovered,Morning
2015,May,Friday,8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2015,July,Sunday,19,"Single Home, House",Stolen,Evening
2015,July,Monday,7,"Streets, Roads, Highways",Stolen,Morning
2015,July,Sunday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Monday,22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Thursday,17,"Single Home, House",Stolen,Afternoon
2015,July,Tuesday,13,Hospital / Institutions / Medical Facilities,Stolen,Afternoon
2015,July,Tuesday,13,Schools During Supervised Activity,Stolen,Afternoon
2015,July,Tuesday,14,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Tuesday,7,"Streets, Roads, Highways",Stolen,Morning
2015,July,Monday,23,"Single Home, House",Stolen,Evening
2015,July,Wednesday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Tuesday,15,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Wednesday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Monday,15,Open Areas,Stolen,Afternoon
2015,July,Sunday,17,"Single Home, House",Stolen,Afternoon
2015,July,Saturday,23,Parking Lots,Stolen,Evening
2015,July,Monday,23,"Single Home, House",Stolen,Evening
2015,July,Saturday,20,"Streets, Roads, Highways",Stolen,Evening
2015,July,Monday,14,Open Areas,Stolen,Afternoon
2015,July,Wednesday,13,Other Non Commercial / Corporate Places,Stolen,Afternoon
2015,July,Monday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Wednesday,13,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Wednesday,16,Private Property Structure,Stolen,Afternoon
2015,July,Monday,15,Bar / Restaurant,Stolen,Afternoon
2015,July,Monday,17,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Tuesday,20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Saturday,20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,June,Saturday,15,Ttc Subway Station,Stolen,Afternoon
2015,July,Saturday,20,"Streets, Roads, Highways",Stolen,Evening
2015,July,Tuesday,8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2015,July,Friday,8,Parking Lots,Stolen,Morning
2015,July,Wednesday,19,"Streets, Roads, Highways",Stolen,Evening
2015,July,Thursday,3,Apartment,Stolen,Overnight
2015,July,Monday,18,Apartment,Stolen,Evening
2015,July,Monday,9,"Streets, Roads, Highways",Stolen,Morning
2015,July,Tuesday,20,Apartment,Stolen,Evening
2015,July,Thursday,10,Private Property Structure,Stolen,Morning
2015,June,Friday,8,Parking Lots,Stolen,Morning
2015,July,Thursday,14,Bar / Restaurant,Stolen,Afternoon
2015,July,Wednesday,23,Apartment,Stolen,Evening
2015,July,Sunday,12,Other Non Commercial / Corporate Places,Stolen,Afternoon
2015,June,Saturday,17,Private Property Structure,Stolen,Afternoon
2015,July,Wednesday,19,Apartment,Stolen,Evening
2015,July,Sunday,21,"Single Home, House",Stolen,Evening
2015,July,Tuesday,12,Parking Lots,Stolen,Afternoon
2015,July,Thursday,21,"Single Home, House",Stolen,Evening
2015,July,Monday,15,Open Areas,Stolen,Afternoon
2015,June,Monday,23,Parking Lots,Stolen,Evening
2015,July,Thursday,22,Apartment,Stolen,Evening
2015,July,Friday,7,Universities / Colleges,Stolen,Morning
2015,June,Sunday,16,Apartment,Stolen,Afternoon
2015,July,Monday,15,Universities / Colleges,Stolen,Afternoon
2015,July,Friday,12,"Single Home, House",Stolen,Afternoon
2015,July,Tuesday,20,"Single Home, House",Stolen,Evening
2015,June,Sunday,16,Apartment,Stolen,Afternoon
2015,July,Friday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Wednesday,21,"Streets, Roads, Highways",Stolen,Evening
2015,July,Friday,11,"Streets, Roads, Highways",Stolen,Morning
2015,July,Thursday,17,Apartment,Stolen,Afternoon
2015,July,Wednesday,16,Universities / Colleges,Stolen,Afternoon
2015,July,Wednesday,16,Universities / Colleges,Stolen,Afternoon
2015,July,Thursday,16,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Thursday,22,Apartment,Stolen,Evening
2015,July,Wednesday,7,Apartment,Stolen,Morning
2015,July,Sunday,18,"Streets, Roads, Highways",Stolen,Evening
2015,July,Thursday,14,"Single Home, House",Stolen,Afternoon
2015,July,Friday,23,Private Property Structure,Unknown,Evening
2015,July,Wednesday,8,"Single Home, House",Stolen,Morning
2015,July,Friday,15,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Sunday,20,Apartment,Stolen,Evening
2015,July,Thursday,10,"Streets, Roads, Highways",Stolen,Morning
2015,July,Wednesday,8,"Single Home, House",Stolen,Morning
2015,July,Saturday,7,Bar / Restaurant,Stolen,Morning
2014,November,Saturday,11,"Single Home, House",Stolen,Morning
2015,May,Monday,15,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Friday,9,Parking Lots,Stolen,Morning
2015,July,Saturday,17,"Single Home, House",Stolen,Afternoon
2015,July,Saturday,12,Private Property Structure,Stolen,Afternoon
2015,July,Saturday,12,Private Property Structure,Stolen,Afternoon
2015,July,Saturday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Tuesday,20,Parking Lots,Stolen,Evening
2015,July,Friday,22,"Single Home, House",Stolen,Evening
2015,July,Friday,15,Private Property Structure,Stolen,Afternoon
2015,July,Friday,15,Private Property Structure,Stolen,Afternoon
2015,July,Sunday,9,Private Property Structure,Stolen,Morning
2015,July,Sunday,19,Gas Station,Unknown,Evening
2015,July,Saturday,10,Parking Lots,Stolen,Morning
2015,July,Saturday,22,"Single Home, House",Stolen,Evening
2015,July,Saturday,23,Apartment,Stolen,Evening
2015,July,Friday,15,Private Property Structure,Stolen,Afternoon
2015,May,Friday,14,Apartment,Stolen,Afternoon
2015,July,Friday,22,"Single Home, House",Stolen,Evening
2015,July,Saturday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Monday,14,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Sunday,20,Private Property Structure,Stolen,Evening
2015,July,Sunday,20,Private Property Structure,Stolen,Evening
2015,July,Friday,19,"Streets, Roads, Highways",Stolen,Evening
2015,July,Monday,1,"Single Home, House",Recovered,Overnight
2015,July,Sunday,21,"Streets, Roads, Highways",Stolen,Evening
2015,July,Monday,15,Apartment,Stolen,Afternoon
2015,July,Saturday,23,"Streets, Roads, Highways",Stolen,Evening
2015,July,Monday,1,"Single Home, House",Stolen,Overnight
2015,July,Friday,12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Friday,12,Apartment,Stolen,Afternoon
2015,July,Sunday,21,Universities / Colleges,Stolen,Evening
2015,July,Monday,20,"Single Home, House",Unknown,Evening
2015,July,Sunday,13,Open Areas,Stolen,Afternoon
2015,July,Saturday,22,"Single Home, House",Stolen,Evening
2015,July,Sunday,18,"Single Home, House",Stolen,Evening
2015,July,Monday,14,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Thursday,20,Apartment,Stolen,Evening
2015,July,Thursday,6,Ttc Subway Station,Stolen,Morning
2015,July,Sunday,13,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Monday,15,Parking Lots,Stolen,Afternoon
2015,July,Tuesday,12,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Tuesday,7,"Single Home, House",Stolen,Morning
2015,July,Tuesday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Tuesday,1,"Single Home, House",Stolen,Overnight
2015,July,Tuesday,20,"Streets, Roads, Highways",Stolen,Evening
2015,July,Monday,22,"Single Home, House",Stolen,Evening
2015,July,Monday,22,Private Property Structure,Stolen,Evening
2015,July,Wednesday,22,"Single Home, House",Stolen,Evening
2015,July,Monday,19,"Streets, Roads, Highways",Stolen,Evening
2015,July,Saturday,1,"Single Home, House",Stolen,Overnight
2015,July,Friday,9,"Streets, Roads, Highways",Stolen,Morning
2015,July,Monday,22,Private Property Structure,Stolen,Evening
2015,July,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2015,July,Tuesday,15,Apartment,Stolen,Afternoon
2015,July,Sunday,16,Apartment,Stolen,Afternoon
2015,July,Wednesday,6,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2015,July,Saturday,15,Parking Lots,Stolen,Afternoon
2015,July,Tuesday,14,Private Property Structure,Stolen,Afternoon
2015,July,Wednesday,7,Ttc Subway Station,Stolen,Morning
2015,July,Tuesday,22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2015,July,Tuesday,14,Private Property Structure,Stolen,Afternoon
2015,July,Tuesday,14,Private Property Structure,Stolen,Afternoon
2015,July,Thursday,16,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Wednesday,8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2015,July,Wednesday,9,"Single Home, House",Stolen,Morning
2015,July,Wednesday,21,"Streets, Roads, Highways",Stolen,Evening
2015,July,Friday,20,"Single Home, House",Stolen,Evening
2015,July,Tuesday,19,Private Property Structure,Stolen,Evening
2015,July,Tuesday,22,"Single Home, House",Stolen,Evening
2015,July,Wednesday,18,Apartment,Stolen,Evening
2015,July,Thursday,14,Private Property Structure,Stolen,Afternoon
2015,July,Wednesday,20,Apartment,Stolen,Evening
2015,July,Thursday,12,Open Areas,Stolen,Afternoon
2015,July,Tuesday,21,Parking Lots,Stolen,Evening
2015,July,Wednesday,23,Parking Lots,Stolen,Evening
2015,July,Thursday,6,"Streets, Roads, Highways",Stolen,Morning
2015,July,Tuesday,8,"Streets, Roads, Highways",Stolen,Morning
2015,July,Tuesday,20,"Single Home, House",Stolen,Evening
2015,July,Thursday,3,Hospital / Institutions / Medical Facilities,Stolen,Overnight
2015,July,Wednesday,22,Private Property Structure,Stolen,Evening
2015,July,Thursday,16,Parking Lots,Stolen,Afternoon
2015,July,Saturday,12,Apartment,Stolen,Afternoon
2015,July,Thursday,22,"Streets, Roads, Highways",Stolen,Evening
2015,June,Friday,15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Wednesday,22,"Single Home, House",Stolen,Evening
2015,July,Tuesday,16,Parking Lots,Stolen,Afternoon
2015,July,Thursday,7,"Streets, Roads, Highways",Stolen,Morning
2015,July,Thursday,8,Universities / Colleges,Stolen,Morning
2015,July,Tuesday,23,Apartment,Stolen,Evening
2015,July,Wednesday,15,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Thursday,20,Parking Lots,Stolen,Evening
2015,July,Friday,22,Unknown,Stolen,Evening
2015,July,Wednesday,15,Parking Lots,Stolen,Afternoon
2015,June,Sunday,16,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Monday,18,Apartment,Stolen,Evening
2015,July,Thursday,19,Other Non Commercial / Corporate Places,Stolen,Evening
2015,July,Thursday,9,Commercial Dwelling Unit,Stolen,Morning
2015,July,Friday,10,"Streets, Roads, Highways",Stolen,Morning
2015,July,Friday,9,"Single Home, House",Stolen,Morning
2015,July,Friday,9,"Single Home, House",Stolen,Morning
2015,July,Thursday,10,"Single Home, House",Stolen,Morning
2015,July,Friday,5,"Streets, Roads, Highways",Stolen,Overnight
2015,July,Thursday,13,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Sunday,2,"Streets, Roads, Highways",Stolen,Overnight
2015,July,Wednesday,12,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Thursday,6,"Streets, Roads, Highways",Stolen,Morning
2015,July,Friday,9,"Single Home, House",Stolen,Morning
2015,July,Wednesday,9,"Single Home, House",Stolen,Morning
2015,July,Saturday,2,Apartment,Stolen,Overnight
2015,July,Saturday,14,Apartment,Stolen,Afternoon
2015,July,Saturday,21,"Streets, Roads, Highways",Stolen,Evening
2015,July,Saturday,6,"Single Home, House",Stolen,Morning
2015,July,Thursday,12,"Single Home, House",Stolen,Afternoon
2015,July,Saturday,7,Apartment,Stolen,Morning
2015,July,Wednesday,17,Apartment,Stolen,Afternoon
2015,June,Monday,15,Parking Lots,Stolen,Afternoon
2015,July,Thursday,17,Apartment,Stolen,Afternoon
2015,July,Saturday,16,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Sunday,12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Sunday,15,Private Property Structure,Stolen,Afternoon
2015,July,Sunday,1,Apartment,Stolen,Overnight
2015,July,Sunday,13,Open Areas,Stolen,Afternoon
2015,July,Sunday,12,Other Non Commercial / Corporate Places,Stolen,Afternoon
2015,July,Friday,16,Private Property Structure,Stolen,Afternoon
2015,July,Monday,12,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Monday,1,"Single Home, House",Stolen,Overnight
2015,July,Sunday,17,"Single Home, House",Stolen,Afternoon
2015,July,Monday,8,Go Station,Stolen,Morning
2015,July,Monday,5,Religious Facilities,Stolen,Overnight
2015,July,Monday,13,Universities / Colleges,Stolen,Afternoon
2015,July,Monday,18,"Streets, Roads, Highways",Stolen,Evening
2015,July,Saturday,12,Apartment,Stolen,Afternoon
2015,July,Thursday,11,Open Areas,Stolen,Morning
2015,July,Sunday,23,Private Property Structure,Stolen,Evening
2015,July,Monday,11,Apartment,Stolen,Morning
2015,July,Friday,13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2015,July,Wednesday,7,Apartment,Stolen,Morning
2015,July,Monday,2,Apartment,Stolen,Overnight
2015,July,Monday,17,Open Areas,Recovered,Afternoon
2015,July,Sunday,3,Private Property Structure,Stolen,Overnight
2015,July,Sunday,23,Private Property Structure,Stolen,Evening
2015,July,Saturday,21,"Streets, Roads, Highways",Stolen,Evening
2015,July,Sunday,21,"Single Home, House",Stolen,Evening
2015,July,Sunday,23,Private Property Structure,Stolen,Evening
2015,July,Sunday,21,"Single Home, House",Stolen,Evening
2015,July,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2015,July,Monday,17,Private Property Structure,Stolen,Afternoon
2015,July,Monday,7,"Single Home, House",Stolen,Morning
2015,July,Monday,16,"Single Home, House",Stolen,Afternoon
2015,July,Monday,15,Parking Lots,Stolen,Afternoon
2015,July,Friday,15,"Single Home, House",Stolen,Afternoon
2015,April,Sunday,12,"Single Home, House",Stolen,Afternoon
2015,June,Sunday,17,Private Property Structure,Stolen,Afternoon
2015,July,Tuesday,13,Open Areas,Stolen,Afternoon
